Location,temperature,humidity,ph,rainfall,N,P,K,label,price,Price_Date
Vilathikulam,24.96440768,81.31677618,6.854558957,80.03995829,74,10,179,Cotton,932,3-Dec-13
Vikravandi,25.16820129,80.30351815,7.884550475,84.62419032,85,21,184,Cotton,1236,4-Dec-13
Veppanahalli,22.72767171,77.07598065,6.006085786,77.55176318,79,10,154,Cotton,1209,5-Dec-13
Vellore,22.45145981,76.25674874,7.432043735,86.84998693,95,9,198,Cotton,978,6-Dec-13
Velachery,23.04920461,75.53835214,6.498052108,70.65644296,113,14,190,Cotton,947,7-Dec-13
Veerapandi,25.29250148,75.66653335,6.205263534,62.64174227,76,9,151,Cotton,630,8-Dec-13
Vedasandur,22.95604064,82.33733678,6.360812227,66.48339303,51,9,169,Cotton,856,9-Dec-13
Vedaranyam,22.80213132,84.14668447,7.046607434,91.6389565,55,9,150,Cotton,1138,10-Dec-13
Vasudevanallur,23.54234715,75.98203329,7.947011366,84.12536744,113,13,183,Cotton,1276,11-Dec-13
Vanur,24.41212325,80.80343786,6.281913858,98.60457373,110,12,183,Cotton,1342,12-Dec-13
Vaniyambadi,22.94276687,75.37170612,6.114525877,67.08022574,71,14,103,Cotton,340,13-Dec-13
Vandavasi,25.53676123,81.13668716,6.753978061,95.4262599,53,6,191,Cotton,129,14-Dec-13
Valparai,25.32023717,81.79475917,7.425041316,83.46532547,109,13,181,Cotton,30,15-Dec-13
Uthiramerur,22.426733,81.53480799,6.745104394,65.54475812,98,21,179,Cotton,28,16-Dec-13
Uthangarai,25.78544484,75.00539324,7.641116569,91.39578861,69,12,?,Cotton,109,17-Dec-13
Usilampatti,25.68959532,77.90621048,6.470135478,66.19426787,50,9,103,Cotton,184,18-Dec-13
Ulundurpettai,22.14593688,82.8597549,7.091992365,60.65381719,59,8,160,Cotton,436,19-Dec-13
Udumalaipettai,25.07278712,82.50257909,6.520403794,93.51042684,110,10,155,Cotton,923,20-Dec-13
Udhagamandalam,22.21506982,76.17851932,6.127939628,70.40557612,98,14,113,Cotton,1226,21-Dec-13
Tittakudi,23.9643129,76.59175937,7.994679507,76.13090645,113,13,193,Cotton,1290,22-Dec-13
Tiruvannamalai,25.40059227,76.53237965,7.524707577,62.5138867,98,7,144,Cotton,1023,23-Dec-13
Tiruvaikuntam,23.7805123,83.03878838,7.827877818,66.26555904,55,9,103,Cotton,823,24-Dec-13
Tiruvadanai,24.16402322,76.7433897,6.436691764,61.94626051,95,13,160,Cotton,747,25-Dec-13
Tiruttani,25.31468463,77.91757121,5.907930899,72.82902109,99,21,110,Cotton,883,26-Dec-13
Tiruppur (South),22.60361557,80.3509046,6.135025006,88.57395505,94,23,174,Cotton,750,27-Dec-13
Tiruppur (North),22.9535715,78.71555832,6.044556594,99.75336197,?,23,150,Cotton,898,28-Dec-13
"Tiruppattur, Sivaganga",22.74446976,80.41198458,7.59781958,90.07326633,69,13,164,Cotton,933,29-Dec-13
"Tirupattur, Vellore",23.80834611,83.91902605,6.691268104,70.97358303,74,9,187,Cotton,782,30-Dec-13
Tirunelveli,25.46228792,81.56641891,6.175492306,76.88582484,94,9,122,Cotton,911,31-Dec-13
Tirumangalam,25.96779712,81.97904282,7.272316209,74.14169043,113,?,191,Cotton,1085,1-Jan-14
Tirukkoyilur,25.5308271,80.04662756,5.801047545,99.39557151,69,?,194,Cotton,1022,2-Jan-14
Tiruchuli,24.43847399,81.69801729,6.757457943,60.79645852,103,15,144,Cotton,1146,3-Jan-14
Tiruchirappalli (West),23.03887865,76.47039772,6.983395573,90.64770699,98,23,160,Cotton,690,5-May-14
Tiruchirappalli (East),23.51308653,76.72621429,7.976889498,80.11272117,77,11,166,Cotton,375,5-May-12
Tiruchengodu,22.75805656,76.75768356,6.558902588,97.76600619,126,11,175,Cotton,20,5-May-10
Tiruchendur,24.71252544,77.7293114,7.979090365,85.24963302,65,7,198,Cotton,7,4-May-17
Tindivanam,23.45969093,82.44777468,7.903528673,93.50153555,103,10,169,Cotton,7,4-May-14
Thuraiyur,25.5503704,77.85055621,6.73210948,78.58488484,69,14,154,Cotton,19,4-May-12
Thousand Lights,22.08458267,82.82904143,6.691690476,67.06459777,54,?,162,Cotton,42,4-May-10
Thoothukudi,24.68854799,78.51206972,7.839849298,69.31153566,104,23,176,Cotton,125,3-May-15
Thondamuthur,25.84997269,84.16855231,6.61448588,77.03421249,54,13,124,Cotton,393,3-May-14
Thiruvottiyur,22.46054478,75.40989245,7.456971816,71.85436078,65,10,144,Cotton,572,3-May-13
Thiruvidaimarudur,23.65629976,77.52425987,7.2942193,74.8984994,103,11,150,Cotton,795,3-May-12
Thiruverumbur,22.00817088,81.83896111,7.762647875,92.23645249,108,6,169,Cotton,981,2-May-17
Thiruvarur,24.32630461,80.13456404,6.363406102,69.45072055,85,10,171,Cotton,654,2-May-15
Thiruvallur,22.92360984,82.68738535,7.63737841,92.91915074,103,21,198,Cotton,744,2-May-14
Thiruvaiyaru,23.43821725,78.63388824,6.200671976,81.15072105,103,?,165,Cotton,454,2-May-12
Thiruthuraipoondi,22.10718988,78.58320116,6.364729934,74.94136567,111,?,165,Cotton,626,2-May-10
Thiruporur,23.03814028,76.11021529,6.913678684,91.49697481,85,9,159,Cotton,727,1-May-16
Thiruparankundram,24.54795322,75.39752705,7.766259769,63.88079866,85,7,144,Cotton,708,1-May-15
Thirumayam,23.73868041,75.77503808,7.55606399,76.63669195,71,10,149,Cotton,753,1-May-14
Thiru. Vi. Ka. Nagar,22.31871914,83.86129998,7.288377241,65.35747011,60,13,194,Cotton,845,1-May-12
Thanjavur,32.82652632,60.63131854,6.192064545,87.79470512,79,13,195,Ground Nut,772,30-Apr-17
Thalli,33.84404645,61.36211063,6.331146742,92.65212945,99,10,126,Ground Nut,1183,30-Apr-15
Tenkasi,33.78853283,58.35623919,6.032079332,113.880752,99,10,136,Ground Nut,1128,30-Apr-10
Tambaram,31.35582182,68.07569875,6.113725662,67.23507858,126,18,105,Ground Nut,843,29-Apr-17
T. Nagar,30.76670006,71.98183926,6.301488325,74.7400763,108,7,195,Ground Nut,579,29-Apr-16
Sulur,32.7819781,69.6416044,6.052301511,140.7710832,98,7,154,Ground Nut,120,29-Apr-15
Srivilliputhur,32.77342726,56.61938123,6.403562224,70.63006003,74,9,198,Ground Nut,23,29-Apr-14
Srirangam,33.58425158,58.54962939,6.09780337,124.2332626,118,25,164,Ground Nut,13,29-Apr-10
Sriperumbudur,31.76211489,60.88875317,6.415602829,86.12779501,98,7,179,Ground Nut,16,28-Apr-17
Sivakasi,32.90132056,70.37435728,6.050500554,134.0402553,125,24,199,Ground Nut,26,28-Apr-14
Sivaganga,30.74613799,66.50001224,6.176650569,88.70815107,69,10,155,Ground Nut,102,28-Apr-12
Sirkazhi,31.11185433,62.36169509,6.178774026,118.7825932,92,7,110,Ground Nut,235,28-Apr-10
Singanallur,31.21979884,60.01897983,6.241399824,78.88233073,99,14,162,Ground Nut,537,27-Apr-17
Sholingur,30.30882059,63.20775389,6.400743787,97.8462281,107,13,173,Ground Nut,487,27-Apr-16
Sholinganallur,33.51211423,74.82712323,6.199573678,87.25674074,?,21,199,Ground Nut,724,27-Apr-15
Sholavandan,33.90671375,57.28408621,6.403139232,73.85242301,75,13,191,Ground Nut,490,27-Apr-12
Senthamangalam,32.22298619,58.42121662,6.096152375,142.3395293,98,18,154,Ground Nut,620,27-Apr-10
Sattur,30.74909489,59.86826705,6.068708058,103.6641416,66,18,130,Ground Nut,626,26-Apr-17
Sankarapuram,30.92903852,61.27769267,6.290600064,119.5739407,103,18,160,Ground Nut,649,26-Apr-16
Sankarankovil,33.54358553,59.58964018,6.467911977,123.3663548,107,13,163,Ground Nut,666,26-Apr-15
Sankagiri,33.30734071,60.11740397,6.070946129,146.9837692,121,23,199,Ground Nut,947,26-Apr-14
Salem (West),31.39311394,69.41943401,6.324516442,77.64621614,109,19,103,Ground Nut,1016,26-Apr-12
Salem (South),31.78145242,65.3594752,6.012375494,147.1663393,113,18,198,Ground Nut,1040,26-Apr-10
Salem (North),33.04183025,66.08061191,6.268183236,87.37977788,?,33,103,Ground Nut,1131,25-Apr-17
Saidapet,32.47161304,57.73447206,6.366625916,127.5741458,94,7,169,Ground Nut,444,25-Apr-16
Royapuram,30.01930633,62.94512656,6.287772328,78.49219686,69,10,164,Ground Nut,532,25-Apr-15
Rishivandiyam,33.85479475,58.03060486,6.456019848,117.6456227,87,21,176,Ground Nut,654,25-Apr-14
Rasipuram,30.44017124,59.92268124,6.04893386,110.1438483,103,25,194,Ground Nut,391,25-Apr-12
Ranipet,33.79307329,62.71487306,6.462960084,95.82254444,66,9,168,Ground Nut,121,25-Apr-10
Ramanathapuram,30.04867399,59.36080725,6.027279821,127.2706021,94,25,194,Ground Nut,108,24-Apr-17
Rajapalayam,31.10665887,69.03184745,6.399166534,95.50096772,113,?,175,Ground Nut,8,24-Apr-16
Radhapuram,32.72230974,57.57884942,6.081927222,103.5482877,91,9,191,Ground Nut,21,24-Apr-15
Pudukkottai,31.93586366,70.43716037,6.158089391,85.80046176,64,16,124,Ground Nut,22,24-Apr-12
Poonamallee,31.13028413,68.98503317,6.037675701,72.17209056,74,9,169,Ground Nut,44,24-Apr-10
Poompuhar,33.59486982,64.75347681,6.085661738,70.29511043,74,10,180,Ground Nut,32,23-Apr-17
Ponneri,32.85002372,69.71444063,6.159835302,136.3398914,98,18,171,Ground Nut,64,23-Apr-15
Polur,32.15037675,62.52523042,6.401565207,87.52461597,69,9,180,Ground Nut,49,23-Apr-10
Pollachi,30.05462421,56.7800628,6.379142348,101.393541,84,9,154,Ground Nut,81,22-Apr-16
Perundurai,33.88419129,74.28312331,6.451419448,97.66232861,84,9,169,Ground Nut,124,22-Apr-15
Periyakulam,30.47542476,68.48811001,6.287107363,149.0994209,66,15,195,Ground Nut,110,22-Apr-13
Peravurani,31.89319111,71.45040975,6.02059819,93.34182034,98,10,154,Ground Nut,113,22-Apr-10
Perambur,33.58976713,57.33389829,6.181930218,126.1587212,64,?,194,Ground Nut,117,21-Apr-16
Perambalur,30.49359779,58.54588061,6.021638615,71.10312453,95,7,103,Ground Nut,356,21-Apr-14
Pennagaram,33.90789552,74.8047572,6.079176536,142.7452391,95,10,190,Ground Nut,416,21-Apr-10
Pattukkottai,32.98326078,72.18001928,6.159477092,78.75886433,98,21,177,Ground Nut,442,20-Apr-16
Paramathi Velur,32.95235196,69.76898641,6.396019726,119.5955807,84,?,135,Ground Nut,520,20-Apr-14
Paramakudi,32.13955691,62.94517353,6.455535114,82.4178375,98,10,138,Ground Nut,616,20-Apr-13
Pappireddippatti,31.13951861,59.66439705,6.119373068,140.8926594,89,54,138,Ground Nut,756,20-Apr-12
Papanasam,31.36384449,60.85844087,6.193985368,116.5480445,64,8,180,Ground Nut,569,20-Apr-10
Panruti,33.27039046,74.71608492,6.452217054,69.83661326,105,?,118,Ground Nut,724,19-May-15
Pallavaram,31.48464585,63.19157008,6.06471872,91.42284219,96,16,103,Ground Nut,702,19-Apr-17
Palladam,30.32868693,70.45250918,6.29380456,85.935582,71,9,172,Ground Nut,437,19-Apr-12
Palayamkottai,30.14072116,61.10498034,6.200750081,106.7865477,99,15,?,Ground Nut,379,19-Apr-10
Palani,30.35409044,67.90612419,6.27880351,109.8769113,85,14,103,Ground Nut,26,18-May-12
Palacode,30.09238359,64.95531579,6.067933105,97.74333417,119,7,198,Ground Nut,6,18-Apr-17
Padmanabhapuram,32.50671544,65.61189723,6.019260678,103.5516648,60,9,165,Ground Nut,11,18-Apr-13
Ottapidaram,30.37577758,74.97475129,6.074947741,105.0098275,100,15,166,Ground Nut,36,18-Apr-10
Orathanadu,32.644546,61.92607293,6.027171709,108.7622349,71,9,146,Ground Nut,35,17-Apr-10
Omalur,33.49032589,66.70951694,6.047831631,67.08969169,113,?,108,Ground Nut,88,16-Apr-13
Oddanchatram,33.3074977,68.92926423,6.225888435,128.7770732,64,15,179,Ground Nut,166,16-Apr-10
Nominated (Anglo-Indian community,30.80653933,67.44917308,6.457040756,131.9073179,64,13,104,Ground Nut,381,15-Apr-16
Nilakottai,33.20857014,68.88904755,6.203317279,116.6621186,103,21,197,Ground Nut,944,15-Apr-10
Neyveli,32.38564029,65.23119959,6.26502351,91.09923848,51,9,155,Ground Nut,1001,14-May-12
Natham,33.01812495,72.24160506,6.460460502,111.2690789,103,?,103,Ground Nut,1027,14-Apr-17
Nannilam,30.22263729,62.42587205,6.321681356,116.619875,79,6,181,Ground Nut,1005,14-Apr-10
Nanguneri,33.35838838,60.93547145,6.466846345,97.97313591,107,19,194,Ground Nut,1141,13-May-10
Namakkal,32.69482712,67.391972,6.174340814,93.26646905,103,41,194,Ground Nut,883,13-Apr-17
Nagercoil,30.0837019,62.44339946,6.135784205,129.3792944,108,23,184,Ground Nut,1083,13-Apr-10
Nagapattinam,32.69435583,62.51014083,6.310985458,111.518131,65,15,185,Ground Nut,1036,12-May-14
Mylapore,32.25730296,66.69662314,6.084808178,105.6984707,99,?,179,Ground Nut,1315,12-May-12
Musiri,31.19439265,55.60872971,6.010802678,81.25674481,104,19,161,Ground Nut,1287,12-Apr-17
Mudhukulathur,33.62465186,73.16053744,6.135540513,65.84424567,61,11,198,Ground Nut,1191,12-Apr-10
Modakkurichi,32.2892277,59.99209925,6.468806013,130.4551329,103,?,191,Ground Nut,1076,11-May-14
Mettur,31.31073691,65.63683906,6.256017488,128.4178877,125,19,138,Ground Nut,1127,11-May-10
Mettupalayam,32.90794777,70.57960348,6.194503543,72.14138861,?,19,192,Ground Nut,1285,11-Apr-17
Melur,33.9451246,70.55464259,6.400422587,137.2584875,59,10,183,Ground Nut,1246,9-May-14
Mayiladuthurai,32.44221297,61.01380542,6.453645294,70.40253021,74,7,184,Ground Nut,1042,9-May-12
Mannargudi,33.05783291,67.60413473,6.399637755,120.0334337,63,16,165,Ground Nut,176,8-May-15
Manapaarai,33.11867553,57.42312508,6.036762048,136.1704647,109,18,103,Ground Nut,45,8-May-14
Manamadurai,32.48530015,71.0531122,6.089682888,104.0508745,106,21,179,Ground Nut,23,8-May-12
Manachanallur,31.87314342,62.3478741,6.394947663,139.2140672,99,19,195,Ground Nut,19,7-May-14
Mailam,30.89364513,61.99208423,6.050607443,92.27743239,74,14,180,Ground Nut,42,7-May-13
Maduravoyal,31.98314121,69.58272044,6.099022114,76.12988501,119,?,184,Ground Nut,28,7-May-10
Maduranthakam,31.15162986,63.01803802,6.401886347,136.8211936,99,25,184,Ground Nut,97,6-May-15
Madurai West,32.13848109,57.10851445,6.125138531,125.0750643,68,?,103,Ground Nut,169,6-May-14
Madurai South,32.18074129,55.26434644,6.216969309,87.08707124,113,9,146,Ground Nut,304,5-May-17
Madurai North,33.48973659,56.1397279,6.318366027,91.76258102,69,15,160,Ground Nut,677,5-May-15
Madurai East,32.14778175,58.31526308,6.214353439,144.4624105,65,10,175,Ground Nut,657,5-May-12
Madurai Central,32.81428175,69.62005329,6.113199042,145.0687717,74,?,194,Ground Nut,592,4-May-17
Madavaram,32.29564207,72.3572389,6.388994145,74.96498896,68,13,133,Ground Nut,779,4-May-13
Madathukulam,32.29968054,60.51951421,6.397509878,141.4807496,121,35,194,Ground Nut,808,4-May-12
Lalgudi,32.34541494,66.03798759,6.106238731,111.3600691,99,10,295,Ground Nut,655,4-May-10
Kurinjipadi,31.11863784,72.66339729,6.396028622,86.43908839,59,8,91,Ground Nut,375,3-May-14
Kunnam,33.36681473,62.39935969,6.125212154,137.6739042,80,9,39,Ground Nut,358,3-May-12
Kumbakonam,33.34241882,62.93108511,6.262254242,74.8939621,95,?,171,Ground Nut,464,2-May-16
Kumarapalayam,30.72759238,61.86126791,6.13331761,65.36465291,54,10,149,Ground Nut,658,2-May-15
Kulithalai,30.34644308,74.52194934,6.357918179,62.9183321,110,9,118,Ground Nut,364,2-May-14
Krishnarayapuram,30.66938267,64.33053444,6.232369623,78.68708298,96,23,150,Ground Nut,492,2-May-13
Krishnagiri,30.81100962,67.71155945,6.410808177,118.7187187,103,13,194,Ground Nut,494,2-May-10
Kovilpatti,31.92411618,71.7794527,6.1214475,142.867463,79,10,104,Ground Nut,396,1-May-16
Kolathur,18.35874828,13.38236458,6.249825412,54.85580308,71,13,155,Peas,430,1-May-15
Kinathukadavu,17.52425417,13.88567848,6.485207044,45.99370945,56,10,169,Peas,70,1-May-14
Kilvelur,18.85702552,13.00243832,6.629289593,52.48355178,76,10,171,Peas,24,1-May-12
Kilpennathur,18.34155395,13.79168576,6.298004637,51.95556521,91,15,161,Peas,3,30-Apr-17
Killiyoor,16.32948118,13.04644657,6.792862116,45.67805393,79,14,144,Peas,47,30-Apr-10
Kavundampalayam,17.46779018,13.39943165,5.893661168,45.56540569,91,16,195,Peas,14,29-May-12
Kattumannarkoil,18.26470433,13.55234374,6.486131777,51.67280691,103,22,164,Peas,26,29-Apr-17
Katpadi,18.38433704,13.627536,6.219809112,46.1097405,94,9,198,Peas,84,29-Apr-16
Karur,18.81825767,13.92070229,6.714346818,48.7163271,66,15,149,Peas,111,29-Apr-15
Karaikudi,17.36090568,13.34491654,6.011075625,48.06256652,59,?,160,Peas,270,29-Apr-14
Kanniyakumari,17.14322017,13.47642347,6.945601649,51.8127218,126,57,195,Peas,378,28-Apr-17
Kangayam,17.66028922,13.76139915,6.619147763,49.0339523,95,?,181,Peas,350,28-Apr-15
Kancheepuram,16.41997631,13.02272304,6.982207007,51.35615089,53,13,95,Peas,379,28-Apr-14
Kallakurichi,17.28602285,13.89256494,6.078197684,52.72669732,?,?,104,Peas,556,28-Apr-12
Kalasapakkam,18.962053,13.6249547,6.454489874,45.18564829,126,79,160,Peas,622,28-Apr-10
Kadayanallur,16.73504597,13.93435772,6.22284047,46.3488367,94,25,174,Peas,535,27-Apr-17
K. V. Kuppam,18.65610954,13.30305823,6.283823757,47.61856621,113,25,194,Peas,730,27-Apr-16
Jolarpet,18.84223576,13.97053587,6.419595328,53.04269309,113,?,198,Peas,1017,27-Apr-15
Jayankondam,18.55173319,13.20542451,5.930023836,47.49309903,124,23,184,Peas,651,27-Apr-12
Hosur,18.65692282,13.86474967,6.908610207,53.45447706,69,11,174,Peas,505,26-Apr-17
Harur,17.15002523,13.88683879,6.898091232,52.27762057,91,19,169,Peas,745,26-Apr-16
Harbour,17.39957146,13.57449371,6.961956131,53.36948735,59,8,?,Peas,785,26-Apr-15
Gummidipoondi,18.33800715,13.88588179,6.68931867,52.21474302,59,10,171,Peas,890,26-Apr-14
Gudiyattam,16.62933834,13.73500256,6.351210337,52.78767506,113,19,118,Peas,726,26-Apr-12
Gudalur,17.05222044,13.25875089,6.253187948,47.85510842,51,9,99,Peas,230,26-Apr-10
Gobichettipalayam,17.87353701,13.77714048,5.832345251,51.79454288,65,9,119,Peas,106,25-Apr-17
Gingee,17.51546271,13.40511332,6.579191989,48.5097426,121,25,81,Peas,14,25-Apr-16
Gangavalli,18.46464224,13.3268219,6.451286787,54.55312597,54,7,113,Peas,28,25-Apr-15
Gandharvakottai,17.76364079,13.28620197,6.443339449,51.33339941,65,58,126,Peas,57,25-Apr-14
Erode (West),16.59220149,13.67007454,6.861642401,52.86630896,95,7,194,Peas,80,24-Apr-17
Erode (East),17.92114547,13.04534931,6.431690086,54.56423739,71,63,165,Peas,215,24-Apr-16
Egmore,16.36778445,13.07392988,6.959263204,47.76955888,85,21,139,Peas,441,24-Apr-14
Edapadi,18.91712672,13.52743556,6.56329395,45.28867111,113,25,175,Peas,570,24-Apr-12
Dr. Radhakrishnan Nagar,17.16304123,13.60790564,6.341248657,51.08088743,76,10,103,Peas,802,24-Apr-10
Dindigul,16.82395992,13.35747273,6.515016404,54.48267988,60,10,154,Peas,936,23-Apr-17
Dharmapuri,18.27428157,13.72227347,6.293832692,47.77481591,55,13,58,Peas,638,23-Apr-16
Dharapuram,18.43368618,13.82282007,6.854526533,48.80448262,109,19,108,Peas,790,23-Apr-15
Cumbum,16.77316869,13.37828007,6.198975088,54.1520583,100,18,198,Peas,1104,23-Apr-14
Cuddalore,18.42826536,13.44709505,6.324729072,54.68659162,108,?,169,Peas,930,22-Apr-16
Coonoor,18.58666059,13.5964346,6.414507895,50.88940602,84,16,200,Peas,1130,22-Apr-15
Colachal,17.89552352,13.64427074,6.901376519,47.20478352,129,23,200,Peas,1064,22-Apr-10
Coimbatore North,16.91291931,13.88168024,5.959978324,54.02667562,113,22,200,Peas,1086,21-May-12
Coimbatore (South),18.87442726,13.1395439,6.989783702,46.10634125,76,11,113,Peas,1266,21-Apr-16
Chidambaram,18.14446321,13.15749662,6.035920917,46.18698993,103,10,169,Peas,1018,20-Apr-16
Cheyyur,18.47263108,13.17598284,6.752682575,50.48756676,66,9,176,Peas,913,20-Apr-13
Cheyyar,17.24585394,13.21823471,6.140633197,49.26975055,113,23,149,Peas,1455,20-Apr-12
Chepauk-Thiruvallikeni,16.19061394,13.12584954,6.105032099,53.05171654,95,15,191,Peas,1258,20-Apr-10
Chengam,16.45986631,13.94556086,6.321037459,45.65168769,118,19,199,Peas,866,18-May-12
Chengalpattu,16.90502144,13.70902332,6.418855522,49.33736173,118,15,195,Peas,309,18-Apr-13
Bodinayakanur,17.52100722,13.11363012,6.792750349,49.58894017,84,10,198,Peas,22,18-Apr-10
Bhuvanagiri,18.94892359,13.96531729,6.401019552,49.83286633,91,?,194,Peas,21,17-Apr-13
Bhavanisagar,18.04096846,13.64310235,6.356336276,54.02878566,51,9,194,Peas,57,16-May-15
Bhavani,16.6096627,13.07441819,6.005449856,48.93248802,98,?,160,Peas,84,16-Apr-17
Bargur,16.92090842,13.31513111,6.118253382,53.52940532,103,13,194,Peas,166,15-May-15
Avanashi,18.49529179,13.28347288,6.833947994,48.73950137,55,8,198,Peas,215,15-Apr-17
Avadi,17.44404425,13.49036823,6.476080799,51.87022091,113,?,149,Peas,334,15-Apr-16
Attur,18.99235974,13.85150385,6.233575864,51.58280526,51,10,199,Peas,735,15-Apr-10
Athoor,16.83267765,13.41592044,6.112615391,54.72849867,64,13,171,Peas,917,14-Apr-17
Aruppukkottai,16.89894636,13.19367393,6.418232032,49.70826578,65,25,194,Peas,1031,13-Apr-17
Ariyalur,18.69986334,13.89853507,6.565551607,52.58368249,84,10,195,Peas,1028,12-May-14
Arcot,18.39366334,13.38183841,6.724210206,47.35890574,94,8,155,Peas,899,12-May-10
Aravakurichi,17.04252547,13.99818474,6.041231336,45.15647705,108,23,185,Peas,789,12-Apr-17
Aranthangi,18.58338417,13.68103423,6.325663257,48.70389953,75,25,198,Peas,858,12-Apr-10
Arani,17.07241477,13.37315298,5.902427504,48.37762045,109,16,185,Peas,860,11-Apr-17
Arakkonam,18.27027346,13.15282115,6.891495018,53.42462478,113,13,169,Peas,890,10-May-12
Anthiyur,17.07157856,13.8248563,6.988322673,45.64404412,94,8,169,Peas,917,8-May-14
Anna Nagar,16.57515931,13.01524092,6.730601869,51.31456297,75,9,185,Peas,1053,8-May-13
Andipatti,17.81435164,13.45061209,6.082555443,52.36792162,75,13,194,Peas,837,8-May-12
Anaikattu,17.06825279,13.92185984,6.396041857,47.2985009,124,8,143,Peas,1089,6-May-10
Ambur,16.42778193,13.03360259,5.872569799,46.25082979,101,36,165,Peas,1059,5-May-17
Ambattur,17.35824435,13.09599403,6.985941508,51.32538734,73,11,154,Peas,810,5-May-15
Ambasamudram,16.06477658,13.34974203,6.213288049,50.27510007,97,75,144,Peas,674,5-May-14
Alangulam,18.09482393,13.99546653,6.622015559,47.54797531,113,21,155,Peas,69,5-May-13
Alangudi,17.19628279,13.68862614,5.97052042,53.8727743,75,9,108,Peas,55,5-May-12
Alandur,16.7299298,13.76232596,6.566872894,50.31651317,84,9,?,Peas,11,5-May-10
Yercaud,16.51353571,13.01543273,6.034191954,54.59576247,104,23,106,Peas,24,4-May-17
